Date,RawTemperature,Temp
1850-01-01,-0.343,-0.09882666666666667
1850-02-01,-0.37,-0.12582666666666664
1850-03-01,-0.255,-0.010826666666666651
1850-04-01,-0.975,-0.7308266666666666
1850-05-01,-0.678,-0.4338266666666667
1850-06-01,-0.308,-0.06382666666666664
1850-07-01,-0.186,0.058173333333333355
1850-08-01,-0.108,0.13617333333333337
1850-09-01,-0.298,-0.053826666666666634
1850-10-01,-0.268,-0.023826666666666663
1850-11-01,-0.031,0.21317333333333335
1850-12-01,-0.327,-0.08282666666666666
1851-01-01,-0.151,0.09317333333333336
1851-02-01,-0.237,0.007173333333333365
1851-03-01,-0.285,-0.04082666666666662
1851-04-01,-0.571,-0.3268266666666666
1851-05-01,-0.165,0.07917333333333335
1851-06-01,-0.158,0.08617333333333335
1851-07-01,-0.125,0.11917333333333335
1851-08-01,-0.246,-0.0018266666666666431
1851-09-01,-0.188,0.05617333333333335
1851-10-01,-0.053,0.19117333333333336
1851-11-01,-0.242,0.0021733333333333604
1851-12-01,-0.196,0.048173333333333346
1852-01-01,-0.416,-0.17182666666666663
1852-02-01,-0.27,-0.025826666666666664
1852-03-01,-0.441,-0.19682666666666665
1852-04-01,-0.466,-0.22182666666666667
1852-05-01,-0.106,0.13817333333333337
1852-06-01,-0.084,0.16017333333333333
1852-07-01,-0.007,0.23717333333333335
1852-08-01,-0.119,0.12517333333333336
1852-09-01,-0.105,0.13917333333333337
1852-10-01,-0.169,0.07517333333333334
1852-11-01,-0.084,0.16017333333333333
1852-12-01,-0.221,0.02317333333333335
1853-01-01,-0.307,-0.06282666666666664
1853-02-01,-0.239,0.005173333333333363
1853-03-01,-0.341,-0.09682666666666667
1853-04-01,-0.079,0.16517333333333334
1853-05-01,-0.147,0.09717333333333336
1853-06-01,-0.0,0.24417333333333335
1853-07-01,-0.074,0.17017333333333334
1853-08-01,-0.151,0.09317333333333336
1853-09-01,-0.288,-0.043826666666666625
1853-10-01,-0.276,-0.03182666666666667
1853-11-01,-0.344,-0.09982666666666662
1853-12-01,-0.182,0.06217333333333336
1854-01-01,-0.345,-0.10082666666666662
1854-02-01,-0.402,-0.15782666666666667
1854-03-01,-0.196,0.048173333333333346
1854-04-01,-0.013,0.23117333333333334
1854-05-01,-0.433,-0.18882666666666664
1854-06-01,-0.256,-0.011826666666666652
1854-07-01,-0.276,-0.03182666666666667
1854-08-01,-0.075,0.16917333333333334
1854-09-01,-0.204,0.040173333333333366
1854-10-01,-0.149,0.09517333333333336
1854-11-01,-0.241,0.0031733333333333613
1854-12-01,-0.361,-0.11682666666666663
1855-01-01,-0.247,-0.002826666666666644
1855-02-01,-0.072,0.17217333333333334
1855-03-01,-0.071,0.17317333333333335
1855-04-01,-0.111,0.13317333333333337
1855-05-01,-0.173,0.07117333333333337
1855-06-01,-0.133,0.11117333333333335
1855-07-01,-0.303,-0.05882666666666664
1855-08-01,-0.087,0.15717333333333336
1855-09-01,-0.176,0.06817333333333336
1855-10-01,-0.044,0.20017333333333337
1855-11-01,-0.25,-0.005826666666666647
1855-12-01,-0.266,-0.02182666666666666
1856-01-01,-0.199,0.04517333333333334
1856-02-01,-0.213,0.03117333333333336
1856-03-01,-0.079,0.16517333333333334
1856-04-01,-0.452,-0.20782666666666666
1856-05-01,-0.189,0.05517333333333335
1856-06-01,-0.292,-0.04782666666666663
1856-07-01,-0.264,-0.01982666666666666
1856-08-01,-0.372,-0.12782666666666664
1856-09-01,-0.518,-0.27382666666666666
1856-10-01,-0.52,-0.27582666666666666
1856-11-01,-0.508,-0.26382666666666665
1856-12-01,-0.795,-0.5508266666666667
1857-01-01,-0.429,-0.18482666666666664
1857-02-01,-0.519,-0.27482666666666666
1857-03-01,-0.523,-0.27882666666666667
1857-04-01,-0.585,-0.3408266666666666
1857-05-01,-0.396,-0.15182666666666667
1857-06-01,-0.403,-0.15882666666666667
1857-07-01,-0.447,-0.20282666666666666
1857-08-01,-0.363,-0.11882666666666664
1857-09-01,-0.356,-0.11182666666666663
1857-10-01,-0.325,-0.08082666666666666
1857-11-01,-0.344,-0.09982666666666662
1857-12-01,-0.251,-0.0068266666666666476
1858-01-01,-0.544,-0.2998266666666667
1858-02-01,-0.256,-0.011826666666666652
1858-03-01,-0.053,0.19117333333333336
1858-04-01,-0.399,-0.15482666666666667
1858-05-01,-0.443,-0.19882666666666665
1858-06-01,-0.424,-0.17982666666666663
1858-07-01,-0.328,-0.08382666666666666
1858-08-01,-0.263,-0.018826666666666658
1858-09-01,-0.401,-0.15682666666666667
1858-10-01,-0.423,-0.17882666666666663
1858-11-01,-0.522,-0.27782666666666667
1858-12-01,-0.383,-0.13882666666666665
1859-01-01,-0.505,-0.26082666666666665
1859-02-01,-0.27,-0.025826666666666664
1859-03-01,-0.217,0.027173333333333355
1859-04-01,-0.101,0.14317333333333335
1859-05-01,-0.147,0.09717333333333336
1859-06-01,-0.135,0.10917333333333334
1859-07-01,-0.413,-0.16882666666666662
1859-08-01,-0.25,-0.005826666666666647
1859-09-01,-0.499,-0.25482666666666665
1859-10-01,-0.193,0.05117333333333335
1859-11-01,-0.224,0.02017333333333335
1859-12-01,-0.343,-0.09882666666666667
1860-01-01,-0.319,-0.07482666666666665
1860-02-01,-0.145,0.09917333333333336
1860-03-01,-0.042,0.20217333333333334
1860-04-01,-0.07,0.17417333333333335
1860-05-01,-0.184,0.060173333333333356
1860-06-01,-0.23,0.014173333333333343
1860-07-01,-0.36,-0.11582666666666663
1860-08-01,-0.353,-0.10882666666666663
1860-09-01,-0.14,0.10417333333333334
1860-10-01,-0.321,-0.07682666666666665
1860-11-01,-0.252,-0.007826666666666648
1860-12-01,-0.559,-0.3148266666666667
1861-01-01,-0.309,-0.06482666666666664
1861-02-01,-0.759,-0.5148266666666667
1861-03-01,-0.279,-0.03482666666666667
1861-04-01,-0.023,0.22117333333333336
1861-05-01,-0.258,-0.013826666666666654
1861-06-01,-0.172,0.07217333333333337
1861-07-01,-0.28,-0.03582666666666667
1861-08-01,-0.236,0.008173333333333366
1861-09-01,-0.265,-0.02082666666666666
1861-10-01,-0.325,-0.08082666666666666
1861-11-01,-0.159,0.08517333333333335
1861-12-01,-0.295,-0.05082666666666663
1862-01-01,-0.638,-0.39382666666666666
1862-02-01,-0.638,-0.39382666666666666
1862-03-01,-0.483,-0.23882666666666663
1862-04-01,-0.459,-0.21482666666666667
1862-05-01,-0.271,-0.026826666666666665
1862-06-01,-0.31,-0.06582666666666664
1862-07-01,-0.425,-0.18082666666666664
1862-08-01,-0.327,-0.08282666666666666
1862-09-01,-0.306,-0.06182666666666664
1862-10-01,-0.311,-0.06682666666666665
1862-11-01,-0.235,0.009173333333333367
1862-12-01,-0.527,-0.28282666666666667
1863-01-01,-0.442,-0.19782666666666665
1863-02-01,-0.377,-0.13282666666666665
1863-03-01,-0.226,0.018173333333333347
1863-04-01,-0.129,0.11517333333333335
1863-05-01,-0.312,-0.06782666666666665
1863-06-01,-0.484,-0.23982666666666663
1863-07-01,-0.349,-0.10482666666666662
1863-08-01,-0.517,-0.27282666666666666
1863-09-01,-0.531,-0.2868266666666667
1863-10-01,-0.453,-0.20882666666666666
1863-11-01,-0.32,-0.07582666666666665
1863-12-01,-0.267,-0.022826666666666662
1864-01-01,-0.549,-0.3048266666666667
1864-02-01,-0.565,-0.3208266666666666
1864-03-01,-0.431,-0.18682666666666664
1864-04-01,-0.575,-0.3308266666666666
1864-05-01,-0.299,-0.054826666666666635
1864-06-01,-0.088,0.15617333333333336
1864-07-01,-0.081,0.16317333333333334
1864-08-01,-0.404,-0.15982666666666667
1864-09-01,-0.334,-0.08982666666666667
1864-10-01,-0.305,-0.06082666666666664
1864-11-01,-0.261,-0.016826666666666656
1864-12-01,-0.358,-0.11382666666666663
1865-01-01,-0.055,0.18917333333333336
1865-02-01,-0.012,0.23217333333333334
1865-03-01,-0.085,0.15917333333333333
1865-04-01,-0.083,0.16117333333333334
1865-05-01,-0.116,0.12817333333333336
1865-06-01,-0.006,0.23817333333333335
1865-07-01,0.124,0.36817333333333335
1865-08-01,-0.075,0.16917333333333334
1865-09-01,0.025,0.2691733333333334
1865-10-01,-0.095,0.14917333333333335
1865-11-01,0.007,0.25117333333333336
1865-12-01,-0.161,0.08317333333333335
1866-01-01,-0.157,0.08717333333333335
1866-02-01,-0.135,0.10917333333333334
1866-03-01,-0.138,0.10617333333333334
1866-04-01,-0.266,-0.02182666666666666
1866-05-01,-0.602,-0.3578266666666666
1866-06-01,-0.184,0.060173333333333356
1866-07-01,-0.077,0.16717333333333334
1866-08-01,-0.204,0.040173333333333366
1866-09-01,-0.326,-0.08182666666666666
1866-10-01,-0.16,0.08417333333333335
1866-11-01,-0.014,0.23017333333333334
1866-12-01,0.096,0.3401733333333333
1867-01-01,-0.253,-0.00882666666666665
1867-02-01,-0.322,-0.07782666666666666
1867-03-01,-0.129,0.11517333333333335
1867-04-01,-0.321,-0.07682666666666665
1867-05-01,-0.253,-0.00882666666666665
1867-06-01,-0.265,-0.02082666666666666
1867-07-01,-0.248,-0.003826666666666645
1867-08-01,-0.427,-0.18282666666666664
1867-09-01,-0.149,0.09517333333333336
1867-10-01,-0.141,0.10317333333333337
1867-11-01,-0.108,0.13617333333333337
1867-12-01,-0.441,-0.19682666666666665
1868-01-01,-0.181,0.06317333333333336
1868-02-01,-0.263,-0.018826666666666658
1868-03-01,-0.121,0.12317333333333336
1868-04-01,-0.046,0.19817333333333337
1868-05-01,-0.022,0.22217333333333336
1868-06-01,-0.104,0.14017333333333337
1868-07-01,0.038,0.28217333333333333
1868-08-01,-0.182,0.06217333333333336
1868-09-01,-0.021,0.22317333333333336
1868-10-01,0.208,0.4521733333333333
1868-11-01,-0.01,0.23417333333333334
1868-12-01,0.057,0.30117333333333335
1869-01-01,-0.131,0.11317333333333335
1869-02-01,0.116,0.36017333333333335
1869-03-01,-0.171,0.07317333333333334
1869-04-01,-0.07,0.17417333333333335
1869-05-01,-0.065,0.17917333333333335
1869-06-01,-0.06,0.18417333333333336
1869-07-01,-0.25,-0.005826666666666647
1869-08-01,-0.362,-0.11782666666666664
1869-09-01,-0.217,0.027173333333333355
